Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 7, 2018;9:00 PM;10:00 PM;5,175;5,509.75;1,467.5;16,998.25;0;199;9,323.75;16,820.5;3,062.25;5,018;609.5;1,792
Jan 7, 2018;10:00 PM;11:00 PM;5,157.5;5,438.5;1,470.25;16,358;0;202.75;9,317;16,820.25;3,079.5;4,922.25;1,462.5;1,797.5
Jan 7, 2018;11:00 PM;12:00 AM;5,138.75;5,380.75;1,444.5;16,296.5;0;225.25;9,323.75;16,742.75;2,920.25;4,876.25;774.25;1,892.25
Jan 8, 2018;12:00 AM;1:00 AM;5,120.75;5,235;1,464.25;16,246;0;229;9,334.5;16,484.25;2,759.75;4,871.5;212.25;1,954
Jan 8, 2018;1:00 AM;2:00 AM;5,114.75;5,225.25;1,639;16,190.75;0;229;9,333.25;16,166.25;2,909.75;4,779;202.75;1,930.25
Jan 8, 2018;2:00 AM;3:00 AM;5,108.25;5,221.5;1,766.25;16,453;0;229;9,333.75;15,000.5;2,877.5;4,721.75;179;1,933.5
Jan 8, 2018;3:00 AM;4:00 AM;5,080.5;5,246.25;1,949.75;16,315;0;229;9,335;13,960.75;2,962.25;4,806.5;129.5;1,978
Jan 8, 2018;4:00 AM;5:00 AM;5,077;5,238.25;2,044;16,016.25;0;228;9,342.75;14,830;3,127.25;5,082;260;2,045.25
Jan 8, 2018;5:00 AM;6:00 AM;5,081.75;5,246.5;2,243.5;16,067.75;0;227.75;9,325.75;16,750;4,039.5;5,424.75;1,045;2,057.5
Jan 8, 2018;6:00 AM;7:00 AM;5,090.5;5,741.25;2,553;16,885;0;228;9,334.25;17,570.25;6,105;6,339;3,329.75;2,054.75
Jan 8, 2018;7:00 AM;8:00 AM;5,145.25;5,901;2,859;17,470;8.25;228;9,376;17,886.75;8,381.5;7,077.5;5,006.5;2,041.5
Jan 8, 2018;8:00 AM;9:00 AM;5,180.25;6,302.25;2,486.25;18,108.5;147.5;228;9,394.75;17,914.5;8,923;7,700.25;7,011.75;2,017
Jan 8, 2018;9:00 AM;10:00 AM;5,162;6,451.75;2,448;18,151.5;1,468.75;228;9,387.5;17,725;9,058.75;8,050.75;5,272;2,043
Jan 8, 2018;10:00 AM;11:00 AM;5,139.5;6,381.5;2,333.5;17,777.75;3,825.25;228;9,390.5;17,647.5;8,647.5;8,189.5;4,843;2,041
Jan 8, 2018;11:00 AM;12:00 PM;5,155.75;6,208.25;2,345;16,857;5,891.75;228;9,371.25;17,678;8,781.75;8,722.25;3,418.5;2,060
Jan 8, 2018;12:00 PM;1:00 PM;5,169.75;5,906;2,488.75;16,248.5;6,874.5;228;9,360;17,562.25;8,677.5;9,040.5;3,216.25;2,015
Jan 8, 2018;1:00 PM;2:00 PM;5,160.5;5,801.75;2,616;16,754;6,479.5;228;9,370.75;17,318;8,702.75;9,255.5;2,027.25;2,023.5
Jan 8, 2018;2:00 PM;3:00 PM;5,167.75;5,833.25;2,720.75;17,874.5;4,596.5;228;9,389.75;17,302.75;8,420.75;9,391.5;2,777.5;2,075.5
Jan 8, 2018;3:00 PM;4:00 PM;5,209;5,851;3,057.75;19,518.75;1,791.5;228;9,386.5;17,260.75;8,461.25;9,381;2,778.25;2,085
Jan 8, 2018;4:00 PM;5:00 PM;5,234.5;6,038.75;3,241;22,909;131;228;9,362.5;17,232.25;8,150;9,532.5;3,416.5;2,075
Jan 8, 2018;5:00 PM;6:00 PM;5,239;6,206.5;3,316.5;25,462;8;231.5;9,382;17,214.75;7,739;9,557.25;3,721.75;2,049
Jan 8, 2018;6:00 PM;7:00 PM;5,243.75;6,032.5;3,209.5;26,926;8;231.25;9,381;17,249.75;7,313;9,423.75;2,813.75;2,016
Jan 8, 2018;7:00 PM;8:00 PM;5,234.25;5,984.5;3,230;27,628.75;0;231;9,382.25;17,234;6,315.5;8,844;1,538.25;2,004.25
Jan 8, 2018;8:00 PM;9:00 PM;5,189;5,762.75;3,229.75;27,295.75;0;230.75;9,374;17,159.75;5,781.5;8,170.75;628;2,021
Jan 8, 2018;9:00 PM;10:00 PM;5,176.75;5,785;3,262.25;27,215.75;0;230.75;9,362.25;16,967.5;5,099.25;6,717.75;579.5;2,020.25
Jan 8, 2018;10:00 PM;11:00 PM;5,135.25;5,776.5;3,287;27,129.5;0;231;9,339.75;16,114.5;4,319.75;6,131.25;168.75;1,909.75
Jan 8, 2018;11:00 PM;12:00 AM;5,113.5;5,690.5;3,327.5;27,466.5;0;230;9,318.75;12,925.5;3,917.5;5,622;42.25;1,980
Jan 9, 2018;12:00 AM;1:00 AM;5,098.5;5,754.5;3,355.25;27,386.75;0;231.75;9,317.5;13,178.25;3,475.5;4,963.25;531;2,025
Jan 9, 2018;1:00 AM;2:00 AM;5,084.5;5,741.5;3,345.25;27,430;0;231.5;9,325;12,246;3,387.25;4,647.75;222.75;2,041.25
Jan 9, 2018;2:00 AM;3:00 AM;5,072.25;5,648.75;3,365;27,882.75;0;231.75;9,330.25;11,655.5;3,484.75;4,635.25;120;1,960.75
Jan 9, 2018;3:00 AM;4:00 AM;5,066.75;5,557.5;3,409.75;27,891.25;0;231.5;9,288.5;11,179.5;3,439.75;4,636;56.75;1,926.25
Jan 9, 2018;4:00 AM;5:00 AM;5,066.75;5,627.25;3,429;27,807.25;0;231;9,146;11,716;3,416.75;4,774.25;54.75;1,991.5
Jan 9, 2018;5:00 AM;6:00 AM;5,086.75;5,732.5;3,485.5;27,117.5;0;231;9,140.5;13,750.75;3,710.5;5,239.5;269.25;2,002.75
Jan 9, 2018;6:00 AM;7:00 AM;5,105.5;5,799.5;3,482.25;26,368;0;230.25;9,132.25;16,280.75;4,767.5;6,304.75;1,364.5;2,001.5
Jan 9, 2018;7:00 AM;8:00 AM;5,138.5;6,267.5;3,466.5;25,028.25;8.5;230.5;9,104.75;16,633.75;6,728.5;7,807.5;3,612.25;2,029.75
Jan 9, 2018;8:00 AM;9:00 AM;5,138.75;6,461.25;3,463.75;23,902;230.25;231.25;9,052.25;16,688.75;7,943.75;8,648.25;3,288.75;1,992.25
Jan 9, 2018;9:00 AM;10:00 AM;5,125.5;6,521.25;3,458;22,260.75;1,814.25;231.75;9,062.25;16,529.75;8,646;8,979.5;2,211.5;1,937
Jan 9, 2018;10:00 AM;11:00 AM;5,125.75;6,225;3,436.75;21,301.75;3,992;230;9,053.5;17,021.5;9,062.25;8,826;1,183.75;1,932.25
Jan 9, 2018;11:00 AM;12:00 PM;5,144.25;6,110.5;3,443;19,917.25;5,762;228;9,061;17,192.5;8,879.75;9,115.25;1,863;2,066.25
Jan 9, 2018;12:00 PM;1:00 PM;5,157.5;6,196;3,458;18,312.75;6,518;227.75;9,053.75;17,393.5;8,696.5;8,810.5;1,524.25;2,063
Jan 9, 2018;1:00 PM;2:00 PM;5,161.5;6,252.25;3,546.5;17,124.5;6,223;227.25;9,029.25;17,319.5;9,106.25;8,983.5;1,433.75;2,071.75
Jan 9, 2018;2:00 PM;3:00 PM;5,173.5;6,338.75;3,537;16,009.75;4,178.75;228;9,046.25;17,357;9,322.5;9,032.25;1,428.5;2,059.25
Jan 9, 2018;3:00 PM;4:00 PM;5,197.75;6,510;3,636.75;15,966;1,579;228.25;9,037;17,328.5;9,572.75;9,085.75;3,317.25;2,052
Jan 9, 2018;4:00 PM;5:00 PM;5,228;6,578.25;3,621.25;16,638.75;133.25;229.25;9,015.5;17,366.5;9,871.5;9,164;3,229.75;2,060.25
Jan 9, 2018;5:00 PM;6:00 PM;5,242.25;6,869.75;3,558.5;17,311.5;8.5;230.25;9,043.25;17,461.25;10,598.25;9,230.5;5,275.5;2,097.5
Jan 9, 2018;6:00 PM;7:00 PM;5,262;6,929;3,365.5;17,073.25;8;231;9,049.75;17,510.25;10,608.5;9,181.5;3,982;2,104.5
Jan 9, 2018;7:00 PM;8:00 PM;5,257.25;6,790.5;3,473.75;15,916.75;0;231;9,044.5;17,520.5;10,610;8,961.25;2,074.5;1,937.25
Jan 9, 2018;8:00 PM;9:00 PM;5,208.5;6,376.5;3,192.25;14,953.5;0;231;9,029.75;17,506.5;9,885.25;8,807.5;675.5;2,031
Jan 9, 2018;9:00 PM;10:00 PM;5,202.75;6,323.5;2,697.75;14,338.25;0;231.25;9,027.75;17,511.5;8,649.25;7,892.25;283.5;2,067.25
Jan 9, 2018;10:00 PM;11:00 PM;5,176.5;6,218;2,285;13,023.25;0;230.75;9,118.5;17,494.75;7,689;6,991;427.25;2,049.5
Jan 9, 2018;11:00 PM;12:00 AM;5,161.5;6,216.5;1,896;12,421.25;0;231.25;9,060.75;17,527.5;6,082;5,986.5;149.5;2,065.5
Jan 10, 2018;12:00 AM;1:00 AM;5,136;6,169.75;1,612.75;11,295.75;0;231;9,152.25;17,523;5,307.75;5,754;214.25;2,002.75
Jan 10, 2018;1:00 AM;2:00 AM;5,127;6,144.5;1,481.75;10,313.25;0;231.25;9,186;17,505.25;5,346;5,472.75;108.25;2,031.25
Jan 10, 2018;2:00 AM;3:00 AM;5,127.5;6,034.25;1,340.75;9,780.25;0;232;9,165.25;17,523.75;5,747;5,553.25;96.25;2,008.25
Jan 10, 2018;3:00 AM;4:00 AM;5,120.75;5,974;1,192.75;9,368;0;232;9,199.5;17,506;5,394.5;5,499.5;90.5;1,988.25
Jan 10, 2018;4:00 AM;5:00 AM;5,120;6,028.5;1,080;8,930;0;232.5;9,302;17,456.5;5,609.25;5,830.5;82.25;1,993.75
Jan 10, 2018;5:00 AM;6:00 AM;5,127.25;6,123;970.5;8,444.75;0;231.75;9,319.75;17,459.25;7,099.75;6,518.5;356.25;2,033.25
Jan 10, 2018;6:00 AM;7:00 AM;5,162.75;6,334;908.25;8,062.5;0;231.5;9,366;17,476.5;10,379;8,320.5;3,155.5;2,033.5
Jan 10, 2018;7:00 AM;8:00 AM;5,204.5;6,880;988;7,978;8.5;231;9,372;17,531;12,806.5;9,864.75;5,086.5;2,098
Jan 10, 2018;8:00 AM;9:00 AM;5,203.5;6,989.25;923.25;8,025.75;276.75;231;9,384;17,578;13,725.75;10,501.5;5,233.5;2,105.25
Jan 10, 2018;9:00 AM;10:00 AM;5,150.5;7,018.25;848;7,791.5;2,075.5;230.25;9,394.5;17,494.75;14,501.75;11,173;3,389.75;2,009.25
Jan 10, 2018;10:00 AM;11:00 AM;5,137.5;6,902;768.25;6,901.75;5,072.75;228.75;9,371;17,518;15,016.25;11,352.5;2,317.5;2,072.25
Jan 10, 2018;11:00 AM;12:00 PM;5,125.5;6,977.75;680.5;5,499.5;7,584;228;9,402.25;17,505;15,470.5;11,075.75;991.25;2,065.75
Jan 10, 2018;12:00 PM;1:00 PM;5,118.5;6,909.75;681;4,065.75;8,821;228;9,384.25;17,450;15,797.25;10,947.5;792.75;2,097.75
Jan 10, 2018;1:00 PM;2:00 PM;5,169.75;6,835.75;683.5;3,089.75;7,867.5;228;9,383;17,420.25;15,540.25;11,192.75;927.5;2,064.25
Jan 10, 2018;2:00 PM;3:00 PM;5,191.75;6,983;790;2,559.75;5,109;228.5;9,382.5;17,378.5;15,676;11,169.25;1,291.25;2,078.75
Jan 10, 2018;3:00 PM;4:00 PM;5,209.5;7,042.25;1,005;2,614.25;1,973.75;229;9,382.75;17,403.25;16,329;11,261.75;2,116.25;2,004.75
Jan 10, 2018;4:00 PM;5:00 PM;5,233;7,144.5;1,272.5;3,270.5;135;229.5;9,369;17,533.25;16,610.75;11,673.25;3,571;2,002.75
Jan 10, 2018;5:00 PM;6:00 PM;5,273.25;7,253.75;1,363.5;3,963.75;8.5;230;9,384;17,525.5;16,817.25;12,031.5;5,697;2,100.25
Jan 10, 2018;6:00 PM;7:00 PM;5,291.5;7,307.75;1,402.25;4,446.75;8;230;9,332.5;17,545.25;16,855;12,029.5;5,645;1,996.75
Jan 10, 2018;7:00 PM;8:00 PM;5,266.75;6,840;1,510.75;4,659.75;0;230.75;9,367.75;17,544.5;16,546.5;11,722;3,178;1,980
Jan 10, 2018;8:00 PM;9:00 PM;5,231.75;6,634.5;1,519.5;4,463.25;0;231;9,351;17,500.25;15,889;10,574.75;729.75;2,035.25
Jan 10, 2018;9:00 PM;10:00 PM;5,219;6,508.5;1,229.75;3,818.25;0;231;9,377;17,526.5;15,060.5;9,735.5;448;2,058.5
Jan 10, 2018;10:00 PM;11:00 PM;5,196.5;6,422.75;979.5;3,028.5;0;231;9,377.5;17,502.5;14,468.25;9,327.5;397.75;2,066.5
Jan 10, 2018;11:00 PM;12:00 AM;5,180.25;6,287.5;741.25;2,369.5;0;231;9,368.25;17,489.25;13,257.5;8,521.25;197.75;2,078.75
Jan 11, 2018;12:00 AM;1:00 AM;5,153.5;6,272.25;541.75;1,828.5;0;231.75;9,357.75;17,503.75;11,883.5;7,965.75;85.5;1,965.5
Jan 11, 2018;1:00 AM;2:00 AM;5,095.5;6,243.75;510;1,419;0;232;9,345.5;17,517.75;10,436.25;7,442.25;94.5;1,953.5
Jan 11, 2018;2:00 AM;3:00 AM;5,102;6,235.5;517.25;980.25;0;232;9,344;17,500.5;9,962;7,202.5;189.25;1,949.5
Jan 11, 2018;3:00 AM;4:00 AM;5,103.25;6,244.25;523.75;733.5;0;232;9,353.5;17,535.75;9,912.75;7,244.75;229.75;1,941.25
Jan 11, 2018;4:00 AM;5:00 AM;5,108.5;6,181.5;362.75;680.75;0;231.75;9,358;17,525.5;10,715.25;7,617.5;152.25;1,943.75
Jan 11, 2018;5:00 AM;6:00 AM;5,120.25;6,099.25;227.5;727;0;231;9,324;17,532.75;12,317.75;8,438.75;210.75;1,950.25
Jan 11, 2018;6:00 AM;7:00 AM;5,133.75;6,434;150.5;864.75;0;229.75;9,373.25;17,525.5;15,181.75;10,546.5;1,104.5;1,929.25
Jan 11, 2018;7:00 AM;8:00 AM;5,173.75;6,917.5;169.75;797;8.5;230.25;9,407.25;17,518;16,729;13,025;5,153.25;1,942
Jan 11, 2018;8:00 AM;9:00 AM;5,204.5;7,269.75;240.5;730.75;137.25;231;9,396.5;17,562.25;16,935.75;13,704.25;6,358;1,970.5
Jan 11, 2018;9:00 AM;10:00 AM;5,170.75;7,016;295.5;505.5;1,257.5;231;9,405.75;17,609;16,868.75;13,657;4,629.75;1,999.75
Jan 11, 2018;10:00 AM;11:00 AM;5,180;6,843.5;287.5;386.25;3,013.5;231.75;9,411;17,612.5;16,823.75;13,416;4,349.25;1,939.25
Jan 11, 2018;11:00 AM;12:00 PM;5,196.75;6,801;248;436;4,353.75;232;9,402.75;17,591;16,748.25;13,273.75;2,980.75;1,906
Jan 11, 2018;12:00 PM;1:00 PM;5,194.75;6,933.75;243.75;442.5;4,996.75;232;9,402.5;17,584.5;17,048.5;12,983;2,376.75;1,903.25
Jan 11, 2018;1:00 PM;2:00 PM;5,205.75;6,858.75;268.75;557.75;4,158;232;9,407.25;17,553.5;17,034.75;13,115;1,731.5;1,908
Jan 11, 2018;2:00 PM;3:00 PM;5,194.5;7,197;314.75;824;2,706.75;232;9,395.75;17,552.75;17,186;13,100.75;1,819;1,930.5
Jan 11, 2018;3:00 PM;4:00 PM;5,192.75;7,201.25;378.75;1,129.5;1,164.5;231.75;9,391.25;17,551.75;17,071.25;13,138.75;3,654.75;1,995
Jan 11, 2018;4:00 PM;5:00 PM;5,240.25;7,292.25;531.75;1,300.25;122.75;231;9,397;17,590;17,027.25;13,650.5;5,282;1,944.75
Jan 11, 2018;5:00 PM;6:00 PM;5,266.75;7,271.75;692.5;1,599.25;8.25;232;9,393.5;17,557.25;17,005;14,436.5;6,396.25;2,172.75
Jan 11, 2018;6:00 PM;7:00 PM;5,273.5;7,175;711.5;1,899.75;8;232;9,388.75;17,527.25;16,998.25;14,648.75;5,324;2,174.75
Jan 11, 2018;7:00 PM;8:00 PM;5,272;7,060.75;772.75;2,096.75;0;232;9,385;17,542.25;16,946.5;14,129;3,784.75;2,126
Jan 11, 2018;8:00 PM;9:00 PM;5,232.75;6,788.25;746.75;2,097;0;232;9,380.75;17,512;16,421.5;13,145;1,665.5;2,108
Jan 11, 2018;9:00 PM;10:00 PM;5,205;6,536;670;2,275.25;0;231.75;9,383.25;17,501.25;15,438.25;11,677.25;695;2,033.5
Jan 11, 2018;10:00 PM;11:00 PM;5,178.25;6,340;754.25;2,544.75;0;231.5;9,393;17,536.25;14,378.75;10,221.75;426.5;2,060.75
Jan 11, 2018;11:00 PM;12:00 AM;5,177.75;6,115.25;804.5;2,576.25;0;230.25;9,372.5;17,550.25;12,358.75;8,747.5;496;2,087.75
Jan 12, 2018;12:00 AM;1:00 AM;5,131;6,023;876.75;2,735;0;229.5;9,326.25;17,486.25;9,127.5;7,678;92.75;2,059.75
Jan 12, 2018;1:00 AM;2:00 AM;5,128;6,011;866.25;2,813.75;0;229;9,325.5;17,497;8,107;7,222.75;35.75;2,108.75
Jan 12, 2018;2:00 AM;3:00 AM;5,124;5,978.25;1,015.75;2,828.5;0;228.25;9,329.25;17,525.25;8,035;7,119.5;35.5;2,080.5
Jan 12, 2018;3:00 AM;4:00 AM;5,096;5,958.25;1,067.5;2,969.5;0;228;9,329.5;17,196.75;8,452.25;7,348.5;23.5;2,042.25
Jan 12, 2018;4:00 AM;5:00 AM;5,104.25;5,982.75;1,215.25;3,073.5;0;228.25;9,323.75;16,930;9,472;7,334;21.75;2,076.5
Jan 12, 2018;5:00 AM;6:00 AM;5,140.5;6,032.75;1,337.5;3,417.5;0;229.75;9,312.5;16,922.5;11,334.25;8,598.25;42.25;2,069
Jan 12, 2018;6:00 AM;7:00 AM;5,171;6,240.5;1,575.25;3,830.5;0;230;9,329.25;16,954.75;14,177.5;10,161.25;1,547.5;2,079
Jan 12, 2018;7:00 AM;8:00 AM;5,207.5;6,618;1,953.5;3,918.75;9.25;230;9,372.25;17,016.5;16,572.25;11,238.25;6,332.25;2,111.75
Jan 12, 2018;8:00 AM;9:00 AM;5,239;6,826.5;1,958.75;3,929;91;230;9,367.25;16,986;16,946.25;11,585;8,096.25;2,095
Jan 12, 2018;9:00 AM;10:00 AM;5,260.75;6,974.75;1,758.25;3,950;614.25;231.25;9,374.25;16,970;16,924.5;11,642.5;6,986;2,084.25
Jan 12, 2018;10:00 AM;11:00 AM;5,253;6,970.5;1,654.75;3,715.25;1,488.25;232;9,378;16,978.25;16,913.75;11,791.5;6,087.5;2,249.25
Jan 12, 2018;11:00 AM;12:00 PM;5,238.25;7,172.5;1,695.25;3,359.75;2,175.25;232;9,372.5;16,957.75;16,893.5;11,704.25;5,970.5;2,117.5
Jan 12, 2018;12:00 PM;1:00 PM;5,251.5;6,958.5;2,031.5;3,444.25;2,571;232;9,356.5;16,987.25;16,894;11,702;3,797.75;2,102.25
Jan 12, 2018;1:00 PM;2:00 PM;5,246.25;6,696.25;2,370;3,614.5;2,409.75;232;9,365.5;16,956;16,907.25;11,671;3,319.5;2,109.5
Jan 12, 2018;2:00 PM;3:00 PM;5,257.25;6,670.5;2,525.25;4,042.5;1,751.75;232;9,368;16,942;16,930.5;11,465.25;2,508;2,130
Jan 12, 2018;3:00 PM;4:00 PM;5,268.75;6,808.5;2,637.5;4,461;802.25;232;9,373.75;16,910.5;16,839;11,463.25;3,067.75;2,146.5
Jan 12, 2018;4:00 PM;5:00 PM;5,285;7,046.5;2,733.5;4,702;97.5;232;9,374.75;16,928.25;16,786.25;11,496.5;5,210.5;2,083.5
Jan 12, 2018;5:00 PM;6:00 PM;5,289;7,315;2,831.25;4,730.25;9;232;9,358.25;16,944;16,756;11,685.75;6,640;2,083.25
Jan 12, 2018;6:00 PM;7:00 PM;5,275.5;7,028.5;2,908.5;4,729.75;9;232;9,356.5;16,969.5;16,733;11,625.75;3,472.25;2,077.5
Jan 12, 2018;7:00 PM;8:00 PM;5,262.75;6,937;3,005.25;5,057.25;0;232;9,340;16,960.25;16,507.25;11,372.25;1,550;2,093.5
Jan 12, 2018;8:00 PM;9:00 PM;5,234.25;6,551.5;2,986.75;5,076.5;0;232;9,358.25;16,959;15,362.25;10,456.25;672.75;2,116.75
Jan 12, 2018;9:00 PM;10:00 PM;5,214;6,111.75;2,931.25;5,108;0;232;9,365.25;17,114.5;12,843;9,135.75;450;2,116.75
Jan 12, 2018;10:00 PM;11:00 PM;5,203;6,116.5;2,790.25;5,089.75;0;231.75;9,377.75;17,179.25;11,005.5;8,061.75;308;2,126.25
Jan 12, 2018;11:00 PM;12:00 AM;5,201.75;5,879.75;2,731.25;5,211.5;0;233;9,351.75;17,181;9,461.5;7,071;238.25;2,103.75
Jan 13, 2018;12:00 AM;1:00 AM;5,133;5,849.5;2,800.75;5,250.25;0;232.25;9,353.75;17,124.75;7,980.75;5,973.25;163.25;2,052.25
Jan 13, 2018;1:00 AM;2:00 AM;5,126.5;5,761.25;2,782.25;5,390.25;0;231.25;9,355.5;17,099.5;5,788.25;5,760.5;86.75;2,091.75
Jan 13, 2018;2:00 AM;3:00 AM;5,123.5;5,658.75;2,570;5,665.5;0;231.5;9,348.5;17,100.25;4,995.75;5,751.5;126.75;2,091
Jan 13, 2018;3:00 AM;4:00 AM;5,119;5,422.25;2,347.5;6,236;0;231.75;9,366;17,094.75;4,846.25;5,746.75;105.75;2,025.5
Jan 13, 2018;4:00 AM;5:00 AM;5,106.5;5,423.75;2,256;6,739;0;231.75;9,376.75;17,143.75;4,732;5,794.25;139.5;2,032
Jan 13, 2018;5:00 AM;6:00 AM;5,117.5;5,455.75;2,419.75;7,408;0;232;9,372.25;17,156.5;4,794.75;5,904;128.25;2,078.75
Jan 13, 2018;6:00 AM;7:00 AM;5,133.5;5,569.25;2,425;8,545.25;0;231.25;9,360;17,072;5,459.5;6,109.5;49.5;2,106
Jan 13, 2018;7:00 AM;8:00 AM;5,158.75;5,680.5;2,494.25;9,377.5;9;231.75;9,343.5;17,100.75;6,652.5;6,400;125.75;2,090.5
Jan 13, 2018;8:00 AM;9:00 AM;5,205.5;5,923.5;2,541;10,237.25;99.25;231;9,359.75;17,143;8,009.25;7,007.75;325;2,100.25
Jan 13, 2018;9:00 AM;10:00 AM;5,228;6,098.5;2,727.75;10,894;782.75;231;9,363.75;17,146.75;8,717.5;7,485.5;1,275;2,048.5
Jan 13, 2018;10:00 AM;11:00 AM;5,229;6,063;2,982.5;11,275.25;1,751.75;231;9,352.75;17,158.75;8,747.5;7,470.5;2,774.75;2,022.25
Jan 13, 2018;11:00 AM;12:00 PM;5,246.5;6,033;3,019.5;11,240.75;2,611.5;231;9,362;17,137.25;8,751.75;7,530;2,915.75;2,034.5
Jan 13, 2018;12:00 PM;1:00 PM;5,246;5,996.25;2,964;10,950;2,725.25;231;9,358.75;17,159.75;8,804;7,497.75;2,234.5;2,042
Jan 13, 2018;1:00 PM;2:00 PM;5,239.25;5,867.25;2,952;10,755.25;2,250.5;231;9,350.25;17,161;8,726.75;7,503;1,574.25;2,004.25
Jan 13, 2018;2:00 PM;3:00 PM;5,240.5;5,782.25;3,078;10,947.25;1,467.25;231;9,346;17,135.25;8,385.5;7,382.5;637.25;1,995.25
Jan 13, 2018;3:00 PM;4:00 PM;5,245;5,722.25;3,239;11,632.25;610.75;231;9,324;17,152.75;7,723.75;7,383.25;363.5;2,006.75
Jan 13, 2018;4:00 PM;5:00 PM;5,262.25;5,795.25;3,554.5;12,631.75;75.25;231;9,352.75;17,221.25;8,191;7,479;1,204.75;2,000
Jan 13, 2018;5:00 PM;6:00 PM;5,270.5;5,843.75;3,836;13,670.25;9.25;231;9,348.5;17,164.5;8,337.75;7,639.25;2,088.5;2,058.75
Jan 13, 2018;6:00 PM;7:00 PM;5,260.25;5,826.25;3,897;14,495.25;9;231;9,340;17,209.25;7,835;7,626;786.75;2,039.5
Jan 13, 2018;7:00 PM;8:00 PM;5,250.5;5,656.5;3,769;15,208.75;0;231;9,334.25;17,192;6,518.25;7,392;547.5;2,009.75
Jan 13, 2018;8:00 PM;9:00 PM;5,182.25;5,417.75;3,653.25;15,680.75;0;231.25;9,279.25;17,083.25;4,968.75;6,824.5;323;1,988.75
Jan 13, 2018;9:00 PM;10:00 PM;5,174.75;5,322.5;3,589.25;15,919.5;0;231.75;9,234.75;16,911.5;4,184.5;6,418;114.5;2,008.75
Jan 13, 2018;10:00 PM;11:00 PM;5,163.5;5,292;3,612.75;15,367;0;232;9,214.5;16,908.75;3,854.75;6,002;133.75;1,992.5
Jan 13, 2018;11:00 PM;12:00 AM;5,155;5,291;3,622.75;14,648;0;232.5;9,211.5;16,757.75;3,525.25;5,619;588.5;2,020
Jan 14, 2018;12:00 AM;1:00 AM;5,128.25;5,014.25;3,492.75;13,732.25;0;232;9,262;16,449.5;3,080.5;5,284.25;322;1,967.75
Jan 14, 2018;1:00 AM;2:00 AM;5,120.25;4,954.25;3,557;13,313.75;0;232;9,255.5;16,293.75;3,074;4,993.25;59.25;2,007.75
Jan 14, 2018;2:00 AM;3:00 AM;5,120.75;4,954.5;3,525;13,390.5;0;232;9,189.25;16,007;3,053.75;4,990.5;31.25;1,995.5
Jan 14, 2018;3:00 AM;4:00 AM;5,118.5;4,958.75;3,361.75;13,354.25;0;232;9,192;15,976;3,015.25;4,960.75;112.25;2,015.25
Jan 14, 2018;4:00 AM;5:00 AM;5,111.5;4,890;3,422.5;13,753;0;231.75;9,174.5;15,999;2,991.5;5,062.75;114.5;2,033.25
Jan 14, 2018;5:00 AM;6:00 AM;5,113;4,869;3,582.5;13,843;0;231;9,045.75;16,032.25;2,951.25;5,141.5;44.5;2,061.25
Jan 14, 2018;6:00 AM;7:00 AM;5,120.25;4,837.25;3,745;14,053.5;0;231.75;9,042.25;15,932;2,964.75;5,279;31.75;1,916.25
Jan 14, 2018;7:00 AM;8:00 AM;5,138.5;4,936;3,824.25;14,124.25;9.75;231;9,182.5;15,745.75;3,051;5,432.75;85.75;1,861.75
Jan 14, 2018;8:00 AM;9:00 AM;5,178.75;5,144.75;3,429.75;14,274.25;242.75;230.75;9,321.75;16,067;2,879.5;5,789.5;515.5;1,842
Jan 14, 2018;9:00 AM;10:00 AM;5,216.75;5,373.75;3,445;13,603;1,821.5;230;9,346;16,366;2,970.25;6,195.5;1,844.75;1,845
Jan 14, 2018;10:00 AM;11:00 AM;5,228.75;5,189.5;3,462;13,246;4,334.25;230;9,329;16,385.25;3,278.25;6,220.5;1,229;1,836.75
Jan 14, 2018;11:00 AM;12:00 PM;5,243.25;5,147.5;3,330;12,721;6,616.25;230;9,157;16,392.25;3,319;6,167.5;822.5;1,835.25
Jan 14, 2018;12:00 PM;1:00 PM;5,234.75;5,125.25;3,340;11,929.25;7,513;230;8,999.75;16,635.75;3,184;6,327.75;729.25;1,845.25
Jan 14, 2018;1:00 PM;2:00 PM;5,250.25;5,192.75;3,254.25;11,327.75;6,825;230;9,051;16,738.5;3,241;6,210.25;709.75;1,846.25
Jan 14, 2018;2:00 PM;3:00 PM;5,235.25;5,242.5;3,060.75;11,112;4,701.5;230.25;9,334.25;16,711;3,196.5;6,221.25;480.5;1,846.75
Jan 14, 2018;3:00 PM;4:00 PM;5,253.5;5,256.5;2,797;11,227.5;1,979.5;230.5;9,334.25;16,698.25;3,503.25;6,399.5;1,302.75;1,851
Jan 14, 2018;4:00 PM;5:00 PM;5,262.25;5,356.5;2,941;12,178;216;230.75;9,328.75;16,734.5;4,141.5;6,656.25;3,927.5;1,852.75
