     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3936500 2463500  9 30 14  15.8  979 322  3.6 7  7.7  67    4  181 350 -412  2
3936500 2463500  9 30 15  15.8  979 323  4.4 7  7.2  62    2  153 354 -416  2
3936500 2463500  9 30 16  15.4  979 306  3.8 7  7.1  62    0  104 352 -415  2
3936500 2463500  9 30 17  15.1  979 282  3.1 7  7.1  63    0   46 350 -413  2
3936500 2463500  9 30 18  14.7  979 255  3.5 7  6.9  63    0   13 348 -407  2
3936500 2463500  9 30 19  13.7  980 240  1.7 6  6.9  66    0    0 341 -399  2
3936500 2463500  9 30 20  12.8  981 251  1.6 4  6.9  70    0    0 326 -393  2
3936500 2463500  9 30 21  12.2  981 277  1.5 3  6.8  73    0    0 308 -389  2
3936500 2463500  9 30 22  10.9  981 268  1.9 3  6.8  78    0    0 299 -388  2
3936500 2463500  9 30 23  10.2  982 246  1.5 2  6.8  83    0    0 290 -387  2
3936500 2463500  9 30 24  10.5  982 234  0.9 2  6.8  84    0    0 285 -385  2
3936500 2463500 10  1  1   9.1  982 163  1.7 1  6.9  88    0    0 280 -382  2
3936500 2463500 10  1  2   7.9  983  56  1.2 1  6.9  96    0    0 271 -381  2
3936500 2463500 10  1  3   6.8  983 276  1.4 1  6.5  98    0    0 266 -379  2
3936500 2463500 10  1  4   6.2  983 249  1.2 2  6.2  99    0    0 267 -373  2
3936500 2463500 10  1  5   6.0  983 123  1.8 3  6.0 100    0    0 272 -367  2
3936500 2463500 10  1  6   6.7  984 170  1.6 4  6.2 100    0    0 281 -365  2
3936500 2463500 10  1  7   6.8  984 119  1.6 7  6.3 100    0   14 299 -362  2
3936500 2463500 10  1  8   6.9  984 110  1.7 5  6.3 100    4   66 303 -359  2
3936500 2463500 10  1  9   7.2  984 119  1.8 6  6.4 100   16  137 299 -365  2
3936500 2463500 10  1 10   8.8  984 161  1.5 5  6.9 100   99  203 300 -379  2
3936500 2463500 10  1 11  10.9  984 328  1.8 4  7.5  96  268  205 298 -397  2
3936500 2463500 10  1 12  13.3  984  36  2.2 3  7.5  83  251  248 297 -415  2
3936500 2463500 10  1 13  13.9  984   5  2.6 5  7.1  71  114  278 306 -426  2
3936500 2463500 10  1 14  15.3  984   2  2.8 5  7.1  66   81  255 319 -431  2
3936500 2463500 10  1 15  15.4  983  12  2.7 5  7.2  64   65  218 324 -428  2
3936500 2463500 10  1 16  15.9  983   9  2.8 3  7.1  62  181  140 316 -420  2
3936500 2463500 10  1 17  16.1  982 334  2.7 4  7.0  60   62  101 313 -411  2
3936500 2463500 10  1 18  14.6  982 343  2.2 8  6.9  61    3   30 334 -401  2
3936500 2463500 10  1 19  13.8  982 341  1.8 8  6.9  66    0    0 349 -392  2
3936500 2463500 10  1 20  12.9  982 307  1.5 7  6.9  70    0    0 343 -384  2
3936500 2463500 10  1 21  12.9  983 145  1.4 7  7.1  74    0    0 338 -379  2
3936500 2463500 10  1 22  12.5  983 321  1.0 7  7.3  77    0    0 338 -376  2
3936500 2463500 10  1 23  11.8  982 291  1.1 7  7.5  82    0    0 337 -374  2
3936500 2463500 10  1 24  11.8  981 316  1.0 7  7.5  84    0    0 337 -371  2
3936500 2463500 10  2  1  11.5  981 249  1.2 7  7.4  85    0    0 334 -367  2
3936500 2463500 10  2  2  11.2  981 299  1.2 7  7.5  86    0    0 335 -366  2
3936500 2463500 10  2  3  11.3  980 278  1.4 8  7.5  87    0    0 339 -365  2
3936500 2463500 10  2  4  11.4  980 288  1.1 8  7.5  86    0    0 345 -363  2
3936500 2463500 10  2  5  11.0  980  94  1.3 8  7.7  89    0    0 346 -363  2
3936500 2463500 10  2  6  11.1  980 100  1.1 7  7.7  90    0    0 341 -365  2
3936500 2463500 10  2  7  11.1  980 118  1.1 8  7.8  91    0    9 342 -368  2
3936500 2463500 10  2  8  11.4  980  25  0.9 7  8.0  92   20   52 343 -369  2
3936500 2463500 10  2  9  11.9  980 137  1.2 8  8.1  91    4   96 345 -375  2
3936500 2463500 10  2 10  12.0  981 340  1.5 8  8.3  91    0  121 353 -385  2
3936500 2463500 10  2 11  12.4  981 328  1.5 8  8.0  87    0  110 354 -399  2
3936500 2463500 10  2 12  12.7  981  20  1.3 7  7.8  83    4  178 347 -415  2
3936500 2463500 10  2 13  13.4  981   4  1.0 7  8.2  84    0  148 344 -430  2
3936500 2463500 10  2 14  13.7  981 329  0.8 8  8.4  83    0  105 351 -440  2
3936500 2463500 10  2 15  13.8  980 331  0.8 8  8.3  81    0   94 359 -443  2
3936500 2463500 10  2 16  14.0  980 345  1.3 8  8.3  81    1   92 358 -438  2
3936500 2463500 10  2 17  13.7  980 350  1.7 8  8.5  83    8   63 357 -427  2
3936500 2463500 10  2 18  13.6  980 325  1.7 7  8.5  85    2   15 349 -410  2
3936500 2463500 10  2 19  13.2  980 322  1.7 7  8.5  86    0    0 341 -396  2
3936500 2463500 10  2 20  13.0  981 157  1.7 8  8.6  88    0    0 347 -386  2
3936500 2463500 10  2 21  12.6  981 140  1.4 7  8.6  90    0    0 346 -381  2
3936500 2463500 10  2 22  12.4  981 170  1.8 7  8.4  90    0    0 335 -379  2
3936500 2463500 10  2 23  13.0  981 183  2.5 7  8.3  87    0    0 335 -376  2
3936500 2463500 10  2 24  12.7  982 227  2.7 7  7.8  81    0    0 333 -374  2
3936500 2463500 10  3  1  12.2  981 251  2.6 6  7.4  80    0    0 321 -371  2
3936500 2463500 10  3  2  11.0  980 265  2.4 8  7.3  83    0    0 328 -369  2
3936500 2463500 10  3  3  11.2  980 253  2.3 6  7.2  85    0    0 327 -368  2
3936500 2463500 10  3  4  10.4  980 242  2.2 3  7.1  85    0    0 288 -367  2
3936500 2463500 10  3  5   9.7  981 207  3.1 1  7.0  89    0    0 252 -367  2
3936500 2463500 10  3  6   9.6  981 214  2.5 2  6.9  89    0    0 246 -367  2
3936500 2463500 10  3  7  10.1  981 210  2.4 3  6.8  87    6   12 263 -367  2
3936500 2463500 10  3  8  10.3  981 227  3.2 5  6.8  85   56   59 286 -368  2
3936500 2463500 10  3  9  12.9  981 253  2.7 7  7.0  80   70  134 319 -375  2
3936500 2463500 10  3 10  15.0  982 223  3.0 7  7.2  70  136  187 340 -389  2
3936500 2463500 10  3 11  15.4  982 264  3.0 7  6.8  62  124  239 343 -406  2
3936500 2463500 10  3 12  15.9  982 266  2.0 8  6.7  58  232  240 349 -422  2
3936500 2463500 10  3 13  17.0  982 323  1.5 6  6.6  55  392  172 348 -434  2
3936500 2463500 10  3 14  17.8  981 359  2.6 3  6.2  48  434  135 328 -441  2
3936500 2463500 10  3 15  18.1  980 274  2.2 2  5.9  44  370  119 312 -440  2
3936500 2463500 10  3 16  18.5  980 299  2.2 1  6.0  44  246  105 306 -435  2
3936500 2463500 10  3 17  18.0  980 238  2.0 1  6.3  47  109   79 302 -427  2
3936500 2463500 10  3 18  16.3  980 207  1.5 0  6.3  50   16   20 293 -416  2
3936500 2463500 10  3 19  14.6  980 247  2.1 1  6.5  57    0    0 287 -406  2
3936500 2463500 10  3 20  13.6  980 257  2.8 1  6.9  66    0    0 287 -401  2
3936500 2463500 10  3 21  13.5  981 162  2.9 1  7.1  71    0    0 286 -400  2
3936500 2463500 10  3 22  11.6  981 172  3.5 2  7.0  74    0    0 287 -399  2
3936500 2463500 10  3 23  11.3  980 165  4.2 2  7.0  80    0    0 288 -396  2
3936500 2463500 10  3 24  10.9  980 142  4.1 4  7.0  82    0    0 297 -394  2
3936500 2463500 10  4  1  11.1  980 152  3.0 5  6.9  82    0    0 309 -391  2
3936500 2463500 10  4  2  10.8  980 178  3.3 6  7.0  83    0    0 318 -389  2
3936500 2463500 10  4  3  10.3  979 158  3.0 8  7.0  85    0    0 331 -388  2
3936500 2463500 10  4  4  10.6  979 182  2.8 8  7.0  86    0    0 340 -388  2
3936500 2463500 10  4  5  10.8  979 176  2.5 7  6.9  84    0    0 336 -389  2
3936500 2463500 10  4  6   9.6  979 161  2.4 6  6.9  86    0    0 327 -389  2
3936500 2463500 10  4  7   9.7  979 142  2.9 6  6.9  90    0   10 321 -390  2
3936500 2463500 10  4  8  10.7  979 147  4.3 5  7.1  88   44   62 319 -391  2
3936500 2463500 10  4  9  12.0  979 155  4.3 5  7.3  85   41  136 319 -394  2
3936500 2463500 10  4 10  12.5  979 163  4.8 7  7.6  82    0  116 330 -399  2
3936500 2463500 10  4 11  15.5  980 194  5.0 5  7.8  76   19  210 337 -402  2
3936500 2463500 10  4 12  17.3  979 215  5.7 5  8.0  66  139  265 338 -403  2
3936500 2463500 10  4 13  17.2  979 234  6.9 7  7.9  62   55  256 349 -407  2
3936500 2463500 10  4 14  17.5  978 233  6.2 6  7.8  61   57  239 353 -411  2
3936500 2463500 10  4 15  18.5  978 244  5.7 5  7.6  57  227  168 349 -411  2
3936500 2463500 10  4 16  17.9  978 242  6.6 6  7.1  53   93  144 348 -409  2
3936500 2463500 10  4 17  17.7  977 241  4.5 3  7.0  53   97   78 338 -407  2
3936500 2463500 10  4 18  16.4  977 191  3.7 3  7.1  57    8   17 323 -405  2
3936500 2463500 10  4 19  15.1  977 191  4.2 5  7.3  63    0    0 326 -402  2
3936500 2463500 10  4 20  15.4  978 196  4.2 6  7.4  66    0    0 336 -399  2
3936500 2463500 10  4 21  14.7  977 173  4.4 8  7.4  67    0    0 348 -399  2
3936500 2463500 10  4 22  14.7  977 169  5.2 8  7.2  67    0    0 356 -397  2
3936500 2463500 10  4 23  15.0  977 183  5.5 8  7.1  65    0    0 356 -396  2
3936500 2463500 10  4 24  14.4  977 177  5.5 8  7.0  65    0    0 355 -395  2
3936500 2463500 10  5  1  14.1  976 189  5.3 7  7.0  67    0    0 349 -394  2
3936500 2463500 10  5  2  14.7  976 197  6.0 7  7.2  68    0    0 345 -393  2
3936500 2463500 10  5  3  14.7  976 185  5.5 7  7.4  68    0    0 345 -392  2
3936500 2463500 10  5  4  14.8  975 187  5.5 7  7.4  68    0    0 345 -391  2
3936500 2463500 10  5  5  14.4  975 175  5.2 7  7.4  69    0    0 345 -390  2
3936500 2463500 10  5  6  14.1  975 178  4.9 8  7.4  70    0    0 349 -389  2
3936500 2463500 10  5  7  14.2  974 187  5.5 8  7.4  71    0    9 354 -389  2
3936500 2463500 10  5  8  14.0  974 166  4.9 5  7.6  72   26   62 336 -390  2
3936500 2463500 10  5  9  14.6  973 158  5.5 5  8.0  75   27  128 320 -394  2
3936500 2463500 10  5 10  16.2  973 182  6.3 6  8.3  73   40  189 331 -400  2
3936500 2463500 10  5 11  17.9  973 197  6.5 7  8.4  66    5  180 349 -405  2
3936500 2463500 10  5 12  17.6  973 258  8.0 7  8.3  63    0  121 358 -408  2
3936500 2463500 10  5 13  18.9  973 246 10.4 5  7.7  56   38  241 349 -409  2
3936500 2463500 10  5 14  17.7  973 248  9.8 6  7.3  53    5  180 344 -410  2
3936500 2463500 10  5 15  11.7  973 290  9.0 7  7.7  70    0   51 344 -408  2
3936500 2463500 10  5 16  11.7  975 283  7.6 6  7.7  86    7  113 337 -406  2
3936500 2463500 10  5 17  12.6  976 278  6.5 6  7.4  81   83   75 331 -408  2
3936500 2463500 10  5 18  12.5  978 295  4.2 5  7.4  78   10   17 326 -406  2
3936500 2463500 10  5 19  11.3  979 260  4.3 4  7.2  80    0    0 312 -402  2
3936500 2463500 10  5 20  10.9  979 274  4.6 1  6.8  80    0    0 288 -397  2
3936500 2463500 10  5 21  10.2  980 292  1.4 1  6.5  80    0    0 269 -394  2
3936500 2463500 10  5 22   9.9  981 198  2.2 2  6.5  81    0    0 269 -391  2
3936500 2463500 10  5 23   9.8  981 255  2.8 3  6.4  82    0    0 277 -389  2
3936500 2463500 10  5 24   9.0  981 186  2.7 3  6.4  84    0    0 278 -389  2
3936500 2463500 10  6  1   8.4  981 147  2.7 4  6.6  91    0    0 280 -388  2
3936500 2463500 10  6  2   8.8  981 156  3.8 6  6.8  95    0    0 296 -389  2
3936500 2463500 10  6  3   8.6  981 156  3.5 7  6.8  94    0    0 312 -388  2
3936500 2463500 10  6  4   8.6  980 161  4.5 8  6.9  95    0    0 322 -387  2
3936500 2463500 10  6  5   9.2  979 145  4.2 7  7.0  95    0    0 325 -388  2
3936500 2463500 10  6  6   9.2  979 156  4.0 8  7.1  94    0    0 328 -390  2
3936500 2463500 10  6  7   9.2  978 149  3.4 7  7.1  94    2   12 329 -391  2
3936500 2463500 10  6  8  10.6  978 160  4.3 3  7.3  92   64   56 308 -393  2
3936500 2463500 10  6  9  14.8  979 179  4.5 2  8.0  84  169   99 293 -397  2
3936500 2463500 10  6 10  16.5  978 193  4.9 3  8.7  75  243  143 304 -404  2
3936500 2463500 10  6 11  17.9  978 211  6.0 4  8.8  69  370  141 320 -416  2
3936500 2463500 10  6 12  19.2  979 219  6.4 3  8.9  64  421  152 326 -430  2
3936500 2463500 10  6 13  20.6  978 221  7.4 2  8.5  56  457  141 318 -442  2
3936500 2463500 10  6 14  21.6  977 224  6.8 2  8.2  50  420  136 318 -448  2
3936500 2463500 10  6 15  22.0  977 269  6.7 2  8.3  49  315  135 323 -449  2
3936500 2463500 10  6 16  21.6  977 251  6.6 2  8.1  48  186  120 326 -446  2
3936500 2463500 10  6 17  20.4  977 231  5.9 2  8.1  50   64   78 324 -438  2
3936500 2463500 10  6 18  18.8  977 210  4.4 2  8.3  56    6   17 321 -428  2
3936500 2463500 10  6 19  17.8  978 205  4.0 3  8.5  62    0    0 321 -418  2
3936500 2463500 10  6 20  16.5  977 246  3.4 4  8.6  68    0    0 326 -410  2
3936500 2463500 10  6 21  16.1  978 248  3.4 2  8.5  71    0    0 319 -406  2
3936500 2463500 10  6 22  15.2  978 184  3.3 2  8.4  73    0    0 309 -402  2
3936500 2463500 10  6 23  14.2  978 172  3.2 1  8.5  78    0    0 302 -398  2
3936500 2463500 10  6 24  13.2  979 168  3.4 0  8.5  84    0    0 290 -395  2
3936500 2463500 10  7  1  12.4  979 159  2.9 0  8.3  86    0    0 284 -393  2
3936500 2463500 10  7  2  12.2  979 179  3.5 0  8.0  86    0    0 282 -391  2
3936500 2463500 10  7  3  12.1  979 193  4.0 0  7.9  86    0    0 281 -390  2
3936500 2463500 10  7  4  12.1  978 199  4.4 0  7.9  86    0    0 281 -388  2
3936500 2463500 10  7  5  11.9  978 187  4.9 0  7.8  86    0    0 280 -386  2
3936500 2463500 10  7  6  11.7  977 187  4.7 0  7.7  86    0    0 278 -384  2
3936500 2463500 10  7  7  11.9  977 190  4.0 1  7.6  85    3    9 281 -384  2
3936500 2463500 10  7  8  13.7  977 161  3.9 0  7.7  81   94   26 282 -385  2
3936500 2463500 10  7  9  18.5  976 201  3.4 3  8.0  68  100   95 300 -393  2
3936500 2463500 10  7 10  19.0  977 226  3.4 4  8.0  57   72  164 324 -408  2
3936500 2463500 10  7 11  19.7  977 195  3.7 7  8.1  56   25  193 342 -424  2
3936500 2463500 10  7 12  20.4  976 226  5.8 7  8.3  55   80  221 357 -440  2
3936500 2463500 10  7 13  21.2  976 245  6.7 8  8.1  51   47  215 363 -451  2
3936500 2463500 10  7 14  21.7  976 263  8.1 8  6.9  42   37  200 367 -458  2
3936500 2463500 10  7 15  21.1  976 277  7.5 7  6.1  37   13  156 364 -459  2
3936500 2463500 10  7 16  19.8  977 259  4.0 8  6.4  41    4  101 365 -456  2
3936500 2463500 10  7 17  19.4  977 232  3.1 8  6.9  47    0   47 370 -449  2
3936500 2463500 10  7 18  19.2  977 265  4.6 8  7.2  49    3   13 371 -440  2
3936500 2463500 10  7 19  17.8  978 260  3.4 7  7.5  54    0    0 366 -432  2
3936500 2463500 10  7 20  16.8  977 269  5.1 6  7.9  62    0    0 353 -427  2
3936500 2463500 10  7 21  15.5  978 269  4.5 7  8.0  68    0    0 352 -425  2
3936500 2463500 10  7 22  14.6  978 248  2.9 8  8.1  73    0    0 360 -426  2
3936500 2463500 10  7 23  13.8  978 228  2.9 8  8.4  80    0    0 366 -426  2
3936500 2463500 10  7 24  13.6  978 175  3.5 6  8.9  88    0    0 356 -422  2
3936500 2463500 10  8  1  13.0  977 188  3.2 6  9.2  93    0    0 345 -416  2
3936500 2463500 10  8  2  13.1  977 159  2.5 7  9.5  98    0    0 351 -413  2
3936500 2463500 10  8  3  13.4  976 187  2.9 6  9.6  97    0    0 352 -412  2
3936500 2463500 10  8  4  13.5  975 253  2.7 7  9.6  96    0    0 352 -411  2
3936500 2463500 10  8  5  13.9  974 253  4.1 7  9.8  96    0    0 360 -408  2
3936500 2463500 10  8  6  13.2  974 295  5.3 8  9.9  97    0    0 366 -405  2
3936500 2463500 10  8  7  13.6  974 274  4.3 8  9.7  97    0    4 369 -403  2
3936500 2463500 10  8  8  13.0  975 268  4.9 6  9.7  97   10   51 357 -399  2
3936500 2463500 10  8  9  10.9  975 306  6.3 6  8.9  98    1   84 338 -395  2
3936500 2463500 10  8 10   9.8  976 314  6.1 8  7.9  97    0   51 343 -393  2
3936500 2463500 10  8 11   9.1  978 330  6.0 7  7.3  95    0   65 345 -392  2
3936500 2463500 10  8 12   9.9  979 323  4.5 7  7.2  94    1  160 339 -397  2
3936500 2463500 10  8 13  11.2  980 334  4.4 6  7.2  87   39  219 333 -405  2
3936500 2463500 10  8 14  11.6  981 323  5.1 5  6.6  76  154  201 320 -409  2
3936500 2463500 10  8 15  11.7  981 344  4.4 5  6.0  68  159  157 312 -407  2
3936500 2463500 10  8 16  11.4  982 326  4.8 4  5.9  67  123  107 305 -403  2
3936500 2463500 10  8 17  11.7  982 323  2.3 4  5.8  66   67   54 300 -395  2
3936500 2463500 10  8 18  10.8  983 307  2.2 6  5.8  67    5   14 308 -386  2
3936500 2463500 10  8 19  10.1  984 316  2.8 7  5.9  73    0    0 319 -378  2
3936500 2463500 10  8 20   9.3  984 279  2.1 6  5.9  76    0    0 317 -372  2
3936500 2463500 10  8 21   8.6  985 256  2.0 5  5.8  80    0    0 295 -366  2
3936500 2463500 10  8 22   8.0  985 229  1.8 4  5.8  83    0    0 274 -361  2
3936500 2463500 10  8 23   8.0  986 222  2.4 4  6.0  86    0    0 271 -357  2
3936500 2463500 10  8 24   8.5  986 221  3.1 5  6.3  88    0    0 269 -355  2
3936500 2463500 10  9  1   9.3  986 237  4.0 6  6.8  89    0    0 341 -372  2
3936500 2463500 10  9  2  10.1  986 245  4.6 7  7.1  89    0    0 342 -373  2
3936500 2463500 10  9  3  10.8  986 250  4.9 8  7.3  88    0    0 343 -373  2
3936500 2463500 10  9  4  11.0  986 244  4.7 8  7.3  87    0    0 346 -373  2
3936500 2463500 10  9  5  11.0  985 244  4.9 8  7.3  87    0    0 347 -370  2
3936500 2463500 10  9  6  11.1  985 235  4.7 8  7.3  86    0    0 348 -366  2
3936500 2463500 10  9  7  11.2  985 231  4.6 8  7.3  86    0    0 349 -363  2
3936500 2463500 10  9  8  11.4  985 240  4.5 8  7.3  85    0   12 350 -363  2
3936500 2463500 10  9  9  11.4  986 224  4.0 8  7.4  86    0   57 351 -368  2
3936500 2463500 10  9 10  12.1  986 238  3.3 8  7.4  84    2  123 353 -373  2
3936500 2463500 10  9 11  12.7  986 280  4.8 8  7.2  78    0  138 356 -378  2
3936500 2463500 10  9 12  13.6  986 284  6.5 6  6.9  71   61  196 344 -383  2
3936500 2463500 10  9 13  14.2  986 297  6.3 6  6.7  66   49  189 333 -388  2
3936500 2463500 10  9 14  14.5  986 285  6.9 8  6.6  63    0  108 345 -391  2
3936500 2463500 10  9 15  14.3  986 277  6.9 8  6.6  62    0   94 358 -395  2
3936500 2463500 10  9 16  14.1  986 276  7.1 7  6.4  62    0   91 348 -396  2
3936500 2463500 10  9 17  14.0  986 270  6.7 6  6.4  62    4   55 331 -392  2
3936500 2463500 10  9 18  13.5  986 273  6.4 7  6.4  64    4   13 329 -388  2
3936500 2463500 10  9 19  13.2  985 284  6.4 8  6.5  66    0    0 345 -385  2
3936500 2463500 10  9 20  12.8  986 258  6.0 8  6.5  68    0    0 354 -384  2
3936500 2463500 10  9 21  12.6  986 250  5.3 8  6.6  70    0    0 353 -384  2
3936500 2463500 10  9 22  12.3  986 248  4.5 8  6.8  74    0    0 354 -384  2
3936500 2463500 10  9 23  12.3  987 246  4.6 8  7.0  76    0    0 354 -384  2
3936500 2463500 10  9 24  11.3  987 239  4.4 7  7.4  84    0    0 346 -383  2
3936500 2463500 10 10  1  11.3  987 253  4.5 7  7.9  92    0    0 339 -383  2
3936500 2463500 10 10  2  11.3  987 254  4.6 8  8.1  94    0    0 348 -383  2
3936500 2463500 10 10  3  11.3  987 257  3.9 8  8.2  95    0    0 356 -383  2
3936500 2463500 10 10  4  11.5  987 251  3.7 8  8.1  94    0    0 358 -382  2
3936500 2463500 10 10  5  11.4  987 258  4.5 8  8.2  94    0    0 359 -381  2
3936500 2463500 10 10  6  11.7  987 266  4.2 8  8.2  94    0    0 360 -382  2
3936500 2463500 10 10  7  11.8  987 255  3.6 8  8.2  93    0    0 361 -382  2
3936500 2463500 10 10  8  11.8  987 269  3.5 7  8.3  93    0   37 356 -382  2
3936500 2463500 10 10  9  12.8  987 262  4.3 6  8.4  92   23  108 347 -384  2
3936500 2463500 10 10 10  13.1  988 285  4.5 7  8.4  88    0  116 349 -388  2
3936500 2463500 10 10 11  13.4  988 283  3.8 8  8.4  86    0  106 363 -398  2
3936500 2463500 10 10 12  13.8  988 295  5.0 8  8.2  83    0   95 369 -410  2
3936500 2463500 10 10 13  13.7  988 303  5.0 8  8.0  79    0  123 369 -417  2
3936500 2463500 10 10 14  14.0  988 307  4.7 7  7.9  78    0  103 364 -417  2
3936500 2463500 10 10 15  14.1  988 294  4.8 6  7.8  76    1  129 353 -413  2
3936500 2463500 10 10 16  14.2  988 317  3.9 7  7.8  76   16  113 353 -408  2
3936500 2463500 10 10 17  14.0  988 334  2.8 6  8.0  78   25   62 354 -405  2
3936500 2463500 10 10 18  13.2  987 298  3.0 8  8.1  81    6   12 357 -401  2
3936500 2463500 10 10 19  12.4  987 314  3.2 8  8.1  86    0    0 364 -396  2
3936500 2463500 10 10 20  12.3  987 305  2.4 8  8.1  88    0    0 361 -391  2
3936500 2463500 10 10 21  12.3  987 282  2.4 7  8.1  88    0    0 355 -386  2
3936500 2463500 10 10 22  12.3  988 271  2.1 7  8.1  88    0    0 350 -383  2
3936500 2463500 10 10 23  12.3  988 253  2.8 7  8.0  87    0    0 350 -380  2
3936500 2463500 10 10 24  12.1  988 291  2.6 7  7.9  86    0    0 350 -378  2
3936500 2463500 10 11  1  11.6  988 322  2.6 7  7.8  88    0    0 348 -377  2
3936500 2463500 10 11  2  11.6  988 287  3.0 7  7.6  87    0    0 347 -377  2
3936500 2463500 10 11  3  11.8  988 248  2.7 8  7.5  85    0    0 352 -378  2
3936500 2463500 10 11  4  11.5  987 256  2.3 7  7.3  83    0    0 352 -379  2
3936500 2463500 10 11  5  10.6  987 178  2.8 6  7.1  84    0    0 341 -380  2
3936500 2463500 10 11  6  10.0  987 246  2.2 6  7.0  88    0    0 334 -380  2
3936500 2463500 10 11  7  10.5  987 196  3.4 7  7.1  89    0    0 338 -380  2
3936500 2463500 10 11  8  11.2  988 262  2.7 7  7.2  87    0   43 345 -380  2
3936500 2463500 10 11  9  11.9  988 285  1.1 7  7.4  85    2  104 348 -384  2
3936500 2463500 10 11 10  12.9  988 173  1.6 7  7.6  82   10  186 352 -395  2
3936500 2463500 10 11 11  14.5  988 180  1.2 7  7.8  78   14  230 357 -410  2
3936500 2463500 10 11 12  15.6  989 283  2.1 6  7.9  72   16  252 357 -428  2
3936500 2463500 10 11 13  16.1  989 286  2.8 6  7.9  68    9  221 354 -440  2
3936500 2463500 10 11 14  16.5  988 302  2.9 7  8.1  68    6  195 360 -443  2
3936500 2463500 10 11 15  16.3  988 318  2.8 7  8.3  69   13  193 365 -439  2
3936500 2463500 10 11 16  16.1  988 314  3.6 7  8.2  70    7  131 362 -432  2
3936500 2463500 10 11 17  15.7  988 316  2.9 6  8.1  70    2   68 352 -422  2
3936500 2463500 10 11 18  15.3  988 311  2.2 6  8.1  71    1   14 343 -409  2
3936500 2463500 10 11 19  14.8  988  21  1.4 7  8.1  74    0    0 344 -398  2
3936500 2463500 10 11 20  14.5  988 174  1.2 7  8.2  76    0    0 346 -392  2
3936500 2463500 10 11 21  14.4  988 159  1.4 7  8.2  77    0    0 343 -389  2
3936500 2463500 10 11 22  14.2  989 116  1.3 8  8.2  79    0    0 346 -388  2
3936500 2463500 10 11 23  13.8  989 154  1.2 8  8.4  82    0    0 348 -386  2
3936500 2463500 10 11 24  13.3  988 157  1.5 5  8.4  85    0    0 332 -384  2
3936500 2463500 10 12  1  13.1  988 175  1.0 7  8.6  88    0    0 326 -380  2
3936500 2463500 10 12  2  13.1  988 154  1.9 7  8.6  89    0    0 335 -377  2
3936500 2463500 10 12  3  13.1  988 200  1.3 7  8.6  89    0    0 336 -376  2
3936500 2463500 10 12  4  12.8  987 204  0.9 6  8.7  91    0    0 332 -376  2
3936500 2463500 10 12  5  12.5  987   5  1.4 7  8.8  93    0    0 331 -375  2
3936500 2463500 10 12  6  12.7  987 309  1.2 8  8.7  93    0    0 343 -376  2
3936500 2463500 10 12  7  12.5  988 271  1.3 8  8.6  92    0    0 349 -377  2
3936500 2463500 10 12  8  12.5  988 346  2.5 8  8.6  92    0   33 349 -378  2
3936500 2463500 10 12  9  12.7  988 313  1.9 7  8.7  93    9  119 343 -384  2
3936500 2463500 10 12 10  13.3  989 257  2.1 8  9.0  93    0  118 346 -393  2
3936500 2463500 10 12 11  13.4  989 276  1.8 8  9.0  92    0  114 353 -403  2
3936500 2463500 10 12 12  13.7  989  55  1.8 8  8.9  89    0  143 354 -412  2
3936500 2463500 10 12 13  14.2  990 330  2.4 7  8.8  87    4  187 350 -419  2
3936500 2463500 10 12 14  14.6  990 343  2.8 7  8.5  81    6  189 345 -422  2
3936500 2463500 10 12 15  14.7  990   6  3.8 6  8.0  75   62  219 340 -417  2
3936500 2463500 10 12 16  15.1  989 352  4.3 6  7.8  72   57  156 337 -407  2
3936500 2463500 10 12 17  13.7  989 358  3.0 4  7.8  74   39   77 325 -399  2
3936500 2463500 10 12 18  13.2  988 343  2.3 3  7.6  77    2   13 306 -394  2
3936500 2463500 10 12 19  12.3  989 345  2.2 4  7.5  80    0    0 304 -391  2
3936500 2463500 10 12 20  10.0  989 327  1.9 4  7.3  86    0    0 305 -390  2
3936500 2463500 10 12 21  10.4  989 340  2.0 5  7.2  90    0    0 308 -389  2
3936500 2463500 10 12 22  10.1  990   6  2.1 6  7.3  91    0    0 321 -387  2
3936500 2463500 10 12 23   9.9  990 352  2.7 6  7.2  92    0    0 326 -387  2
3936500 2463500 10 12 24   9.7  990   9  1.8 5  7.1  92    0    0 320 -385  2
3936500 2463500 10 13  1   9.4  990  47  1.6 5  6.8  90    0    0 314 -382  2
3936500 2463500 10 13  2   9.2  990  35  1.8 5  6.7  90    0    0 313 -378  2
3936500 2463500 10 13  3   9.1  990  15  1.4 5  6.7  91    0    0 312 -376  2
3936500 2463500 10 13  4   8.9  989  47  2.1 5  6.6  90    0    0 312 -374  2
3936500 2463500 10 13  5   8.6  989  24  2.6 5  6.5  90    0    0 311 -370  2
3936500 2463500 10 13  6   8.2  989   5  1.9 6  6.3  90    0    0 314 -367  2
3936500 2463500 10 13  7   7.8  989 337  1.9 6  6.2  91    0    0 319 -361  2
3936500 2463500 10 13  8   7.8  989 326  1.5 4  6.2  92   25   47 308 -356  2
3936500 2463500 10 13  9   9.3  989   7  1.0 2  6.5  91  105  106 288 -358  2
3936500 2463500 10 13 10  10.9  989  55  1.6 1  6.8  86  171  163 276 -368  2
3936500 2463500 10 13 11  12.3  989 112  1.9 3  6.8  78  229  200 286 -382  2
